altersgruppe,region,datum,anzahl,summe,population
70 - 79,TI,2020-03-30,58,368,36178
70 - 79,UR,2020-03-30,2,13,3595
70 - 79,VD,2020-03-30,86,480,62222
70 - 79,VS,2020-03-30,51,174,33457
70 - 79,ZG,2020-03-30,3,10,10312
70 - 79,ZH,2020-03-30,59,219,120161
80+,AG,2020-03-30,26,60,33478
80+,AI,2020-03-30,0,1,977
80+,AR,2020-03-30,0,6,3082
80+,BE,2020-03-30,69,121,63650
80+,BL,2020-03-30,13,74,20175
80+,BS,2020-03-30,19,87,13129
80+,FR,2020-03-30,70,130,13531
80+,GE,2020-03-30,182,422,26509
80+,GL,2020-03-30,0,1,2322
80+,GR,2020-03-30,17,71,12271
80+,JU,2020-03-30,2,18,4459
80+,LU,2020-03-30,15,37,22055
80+,NE,2020-03-30,16,71,10363
80+,NW,2020-03-30,2,7,2365
80+,OW,2020-03-30,0,1,1994
80+,SG,2020-03-30,23,54,26720
80+,SH,2020-03-30,0,1,5401
80+,SO,2020-03-30,3,16,15637
80+,SZ,2020-03-30,6,15,7945
80+,TG,2020-03-30,5,15,13791
80+,TI,2020-03-30,129,455,26276
80+,UR,2020-03-30,4,8,2127
80+,VD,2020-03-30,156,585,39500
80+,VS,2020-03-30,54,184,18921
80+,ZG,2020-03-30,10,10,6309
80+,ZH,2020-03-30,105,232,79000
Unbekannt,AG,2020-03-30,0,0,NA
Unbekannt,AI,2020-03-30,0,0,NA
Unbekannt,AR,2020-03-30,0,0,NA
Unbekannt,BE,2020-03-30,2,3,NA
Unbekannt,BL,2020-03-30,0,2,NA
Unbekannt,BS,2020-03-30,0,0,NA
Unbekannt,FR,2020-03-30,0,0,NA
Unbekannt,GE,2020-03-30,0,3,NA
Unbekannt,GL,2020-03-30,0,0,NA
Unbekannt,GR,2020-03-30,0,1,NA
Unbekannt,JU,2020-03-30,0,0,NA
Unbekannt,LU,2020-03-30,0,2,NA
Unbekannt,NE,2020-03-30,0,0,NA
Unbekannt,NW,2020-03-30,0,0,NA
Unbekannt,OW,2020-03-30,0,0,NA
Unbekannt,SG,2020-03-30,2,4,NA
Unbekannt,SH,2020-03-30,0,0,NA
Unbekannt,SO,2020-03-30,0,2,NA
Unbekannt,SZ,2020-03-30,0,0,NA
Unbekannt,TG,2020-03-30,0,2,NA
Unbekannt,TI,2020-03-30,1,3,NA
Unbekannt,UR,2020-03-30,0,0,NA
Unbekannt,VD,2020-03-30,2,4,NA
Unbekannt,VS,2020-03-30,0,0,NA
Unbekannt,ZG,2020-03-30,0,0,NA
Unbekannt,ZH,2020-03-30,0,8,NA
0 - 9,AG,2020-04-06,1,5,73435
0 - 9,AI,2020-04-06,0,0,1751
0 - 9,AR,2020-04-06,0,0,6002
0 - 9,BE,2020-04-06,1,7,101906
0 - 9,BL,2020-04-06,2,7,27883
0 - 9,BS,2020-04-06,0,3,18510
0 - 9,FR,2020-04-06,0,2,36132
0 - 9,GE,2020-04-06,6,19,53474
0 - 9,GL,2020-04-06,0,0,4062
0 - 9,GR,2020-04-06,1,4,17618
0 - 9,JU,2020-04-06,0,2,7306
0 - 9,LU,2020-04-06,0,0,43735
0 - 9,NE,2020-04-06,0,1,17264
0 - 9,NW,2020-04-06,0,0,3914
0 - 9,OW,2020-04-06,0,0,3825
0 - 9,SG,2020-04-06,0,1,54040
0 - 9,SH,2020-04-06,0,0,8050
0 - 9,SO,2020-04-06,0,0,27596
0 - 9,SZ,2020-04-06,0,0,16038
0 - 9,TG,2020-04-06,0,2,30136
0 - 9,TI,2020-04-06,0,11,28476
0 - 9,UR,2020-04-06,0,0,3614
0 - 9,VD,2020-04-06,0,10,87915
0 - 9,VS,2020-04-06,1,4,33780
0 - 9,ZG,2020-04-06,0,0,13311
0 - 9,ZH,2020-04-06,5,23,164131
10 - 19,AG,2020-04-06,3,28,69526
10 - 19,AI,2020-04-06,0,0,1666
10 - 19,AR,2020-04-06,1,5,5311
10 - 19,BE,2020-04-06,11,52,97838
10 - 19,BL,2020-04-06,2,22,28384
10 - 19,BS,2020-04-06,4,22,15827
10 - 19,FR,2020-04-06,6,17,36160
10 - 19,GE,2020-04-06,16,102,53904
10 - 19,GL,2020-04-06,5,12,3827
10 - 19,GR,2020-04-06,1,16,17630
10 - 19,JU,2020-04-06,1,5,7854
10 - 19,LU,2020-04-06,2,15,41479
10 - 19,NE,2020-04-06,1,10,19083
10 - 19,NW,2020-04-06,0,4,3946
10 - 19,OW,2020-04-06,0,2,3787
10 - 19,SG,2020-04-06,2,22,52232
10 - 19,SH,2020-04-06,0,1,7781
10 - 19,SO,2020-04-06,2,15,26026
10 - 19,SZ,2020-04-06,4,10,15362
10 - 19,TG,2020-04-06,2,8,27865
10 - 19,TI,2020-04-06,8,50,33880
10 - 19,UR,2020-04-06,0,5,3752
10 - 19,VD,2020-04-06,11,94,91874
10 - 19,VS,2020-04-06,5,33,34634
10 - 19,ZG,2020-04-06,1,3,12888
10 - 19,ZH,2020-04-06,14,128,146478
20 - 29,AG,2020-04-06,23,124,79778
20 - 29,AI,2020-04-06,0,3,2010
20 - 29,AR,2020-04-06,2,8,5879
20 - 29,BE,2020-04-06,47,208,115407
20 - 29,BL,2020-04-06,14,102,30005
20 - 29,BS,2020-04-06,15,153,23124
20 - 29,FR,2020-04-06,22,109,42907
20 - 29,GE,2020-04-06,112,537,64139
20 - 29,GL,2020-04-06,7,16,4698
20 - 29,GR,2020-04-06,7,88,22458
20 - 29,JU,2020-04-06,2,21,8949
20 - 29,LU,2020-04-06,14,76,52323
20 - 29,NE,2020-04-06,4,50,21841
20 - 29,NW,2020-04-06,1,10,4633
20 - 29,OW,2020-04-06,0,14,4199
20 - 29,SG,2020-04-06,19,100,64970
20 - 29,SH,2020-04-06,2,8,9350
20 - 29,SO,2020-04-06,8,38,31541
20 - 29,SZ,2020-04-06,7,31,18080
20 - 29,TG,2020-04-06,12,36,32707
20 - 29,TI,2020-04-06,32,222,37316
20 - 29,UR,2020-04-06,1,6,4333
20 - 29,VD,2020-04-06,71,546,106260
20 - 29,VS,2020-04-06,35,207,42484
20 - 29,ZG,2020-04-06,1,22,13188
20 - 29,ZH,2020-04-06,49,369,185153
30 - 39,AG,2020-04-06,24,118,100400
30 - 39,AI,2020-04-06,0,0,2084
30 - 39,AR,2020-04-06,1,5,7181
30 - 39,BE,2020-04-06,26,195,143365
30 - 39,BL,2020-04-06,8,87,35909
30 - 39,BS,2020-04-06,10,178,33455
30 - 39,FR,2020-04-06,17,106,46547
30 - 39,GE,2020-04-06,100,709,76283
30 - 39,GL,2020-04-06,2,9,5693
30 - 39,GR,2020-04-06,11,94,26120
30 - 39,JU,2020-04-06,1,22,8826
30 - 39,LU,2020-04-06,10,77,61154
30 - 39,NE,2020-04-06,13,67,23159
30 - 39,NW,2020-04-06,4,16,5642
30 - 39,OW,2020-04-06,3,14,5035
30 - 39,SG,2020-04-06,15,81,73653
30 - 39,SH,2020-04-06,2,9,11206
30 - 39,SO,2020-04-06,9,38,38552
30 - 39,SZ,2020-04-06,5,30,22237
30 - 39,TG,2020-04-06,8,37,40710
30 - 39,TI,2020-04-06,38,304,39781
30 - 39,UR,2020-04-06,2,12,4637
30 - 39,VD,2020-04-06,62,608,120501
30 - 39,VS,2020-04-06,32,190,47853
30 - 39,ZG,2020-04-06,3,21,18604
30 - 39,ZH,2020-04-06,47,433,256370
40 - 49,AG,2020-04-06,24,148,96825
40 - 49,AI,2020-04-06,0,3,1930
40 - 49,AR,2020-04-06,1,11,7092
40 - 49,BE,2020-04-06,33,226,137398
40 - 49,BL,2020-04-06,14,136,38786
40 - 49,BS,2020-04-06,9,162,27627
40 - 49,FR,2020-04-06,26,136,45409
40 - 49,GE,2020-04-06,143,868,77034
40 - 49,GL,2020-04-06,1,6,5328
40 - 49,GR,2020-04-06,12,111,26075
40 - 49,JU,2020-04-06,1,23,8992
40 - 49,LU,2020-04-06,12,85,55769
40 - 49,NE,2020-04-06,16,95,23956
40 - 49,NW,2020-04-06,2,18,5613
40 - 49,OW,2020-04-06,0,6,5024
40 - 49,SG,2020-04-06,21,105,66764
40 - 49,SH,2020-04-06,2,3,10746
40 - 49,SO,2020-04-06,5,51,35972
40 - 49,SZ,2020-04-06,8,45,22731
40 - 49,TG,2020-04-06,6,35,37213
40 - 49,TI,2020-04-06,51,410,48290
40 - 49,UR,2020-04-06,1,9,4684
40 - 49,VD,2020-04-06,65,748,118412
40 - 49,VS,2020-04-06,31,210,46165
40 - 49,ZG,2020-04-06,2,20,19455
40 - 49,ZH,2020-04-06,60,486,232249
50 - 59,AG,2020-04-06,23,212,107532
50 - 59,AI,2020-04-06,2,13,2484
50 - 59,AR,2020-04-06,1,18,8616
50 - 59,BE,2020-04-06,49,313,155465
50 - 59,BL,2020-04-06,20,189,45701
50 - 59,BS,2020-04-06,19,212,26847
50 - 59,FR,2020-04-06,34,148,48825
50 - 59,GE,2020-04-06,141,915,72478
50 - 59,GL,2020-04-06,6,20,6163
50 - 59,GR,2020-04-06,13,154,31774
50 - 59,JU,2020-04-06,4,46,10842
50 - 59,LU,2020-04-06,14,147,62118
50 - 59,NE,2020-04-06,18,100,25764
50 - 59,NW,2020-04-06,4,34,7273
50 - 59,OW,2020-04-06,0,10,6121
50 - 59,SG,2020-04-06,11,139,76399
50 - 59,SH,2020-04-06,2,19,12544
50 - 59,SO,2020-04-06,15,70,43561
50 - 59,SZ,2020-04-06,6,44,27140
50 - 59,TG,2020-04-06,12,62,44654
50 - 59,TI,2020-04-06,49,591,58508
50 - 59,UR,2020-04-06,1,12,5527
50 - 59,VD,2020-04-06,82,980,115937
50 - 59,VS,2020-04-06,47,356,53016
50 - 59,ZG,2020-04-06,0,33,21071
50 - 59,ZH,2020-04-06,75,629,223652
60 - 69,AG,2020-04-06,19,140,83686
60 - 69,AI,2020-04-06,0,2,2025
60 - 69,AR,2020-04-06,1,11,7372
60 - 69,BE,2020-04-06,21,190,129560
60 - 69,BL,2020-04-06,8,91,36436
60 - 69,BS,2020-04-06,6,109,21416
60 - 69,FR,2020-04-06,13,105,35229
60 - 69,GE,2020-04-06,62,450,48922
60 - 69,GL,2020-04-06,2,15,5302
60 - 69,GR,2020-04-06,5,109,26969
60 - 69,JU,2020-04-06,2,32,9320
60 - 69,LU,2020-04-06,8,68,48108
60 - 69,NE,2020-04-06,13,58,19209
60 - 69,NW,2020-04-06,1,9,6047
60 - 69,OW,2020-04-06,0,4,4946
60 - 69,SG,2020-04-06,11,91,60389
60 - 69,SH,2020-04-06,1,12,10864
60 - 69,SO,2020-04-06,7,44,36105
60 - 69,SZ,2020-04-06,13,40,20444
60 - 69,TG,2020-04-06,11,42,35251
60 - 69,TI,2020-04-06,25,365,43476
60 - 69,UR,2020-04-06,1,6,4778
60 - 69,VD,2020-04-06,52,666,80347
60 - 69,VS,2020-04-06,26,216,42899
60 - 69,ZG,2020-04-06,2,20,14649
60 - 69,ZH,2020-04-06,57,397,157468
70 - 79,AG,2020-04-06,11,67,58426
70 - 79,AI,2020-04-06,1,2,1433
70 - 79,AR,2020-04-06,0,10,5050
70 - 79,BE,2020-04-06,20,125,102884
70 - 79,BL,2020-04-06,6,72,29538
70 - 79,BS,2020-04-06,10,93,16101
70 - 79,FR,2020-04-06,14,110,25069
70 - 79,GE,2020-04-06,53,349,36705
70 - 79,GL,2020-04-06,2,7,3795
70 - 79,GR,2020-04-06,10,74,20461
70 - 79,JU,2020-04-06,0,13,7250
70 - 79,LU,2020-04-06,6,55,33585
70 - 79,NE,2020-04-06,12,59,15527
70 - 79,NW,2020-04-06,1,6,4461
70 - 79,OW,2020-04-06,0,5,3504
70 - 79,SG,2020-04-06,10,53,44078
70 - 79,SH,2020-04-06,0,6,8053
70 - 79,SO,2020-04-06,6,36,25255
70 - 79,SZ,2020-04-06,8,21,13712
70 - 79,TG,2020-04-06,8,41,23637
70 - 79,TI,2020-04-06,31,399,36178
70 - 79,UR,2020-04-06,1,14,3595
70 - 79,VD,2020-04-06,59,539,62222
70 - 79,VS,2020-04-06,23,197,33457
70 - 79,ZG,2020-04-06,2,12,10312
70 - 79,ZH,2020-04-06,31,250,120161
80+,AG,2020-04-06,21,81,33478
80+,AI,2020-04-06,0,1,977
80+,AR,2020-04-06,1,7,3082
80+,BE,2020-04-06,42,163,63650
80+,BL,2020-04-06,7,81,20175
80+,BS,2020-04-06,12,99,13129
80+,FR,2020-04-06,39,169,13531
80+,GE,2020-04-06,104,526,26509
80+,GL,2020-04-06,16,17,2322
80+,GR,2020-04-06,9,80,12271
80+,JU,2020-04-06,5,23,4459
80+,LU,2020-04-06,9,46,22055
80+,NE,2020-04-06,40,111,10363
80+,NW,2020-04-06,2,9,2365
80+,OW,2020-04-06,0,1,1994
80+,SG,2020-04-06,14,68,26720
80+,SH,2020-04-06,0,1,5401
80+,SO,2020-04-06,6,22,15637
80+,SZ,2020-04-06,12,27,7945
80+,TG,2020-04-06,8,23,13791
80+,TI,2020-04-06,84,539,26276
80+,UR,2020-04-06,1,9,2127
80+,VD,2020-04-06,116,701,39500
80+,VS,2020-04-06,39,223,18921
80+,ZG,2020-04-06,2,12,6309
80+,ZH,2020-04-06,42,274,79000
Unbekannt,AG,2020-04-06,0,0,NA
Unbekannt,AI,2020-04-06,0,0,NA
Unbekannt,AR,2020-04-06,0,0,NA
Unbekannt,BE,2020-04-06,0,3,NA
Unbekannt,BL,2020-04-06,0,2,NA
Unbekannt,BS,2020-04-06,0,0,NA
Unbekannt,FR,2020-04-06,0,0,NA
Unbekannt,GE,2020-04-06,0,3,NA
Unbekannt,GL,2020-04-06,0,0,NA
Unbekannt,GR,2020-04-06,0,1,NA
Unbekannt,JU,2020-04-06,0,0,NA
Unbekannt,LU,2020-04-06,0,2,NA
Unbekannt,NE,2020-04-06,0,0,NA
Unbekannt,NW,2020-04-06,0,0,NA
Unbekannt,OW,2020-04-06,0,0,NA
Unbekannt,SG,2020-04-06,0,4,NA
Unbekannt,SH,2020-04-06,0,0,NA
Unbekannt,SO,2020-04-06,0,2,NA
Unbekannt,SZ,2020-04-06,0,0,NA
Unbekannt,TG,2020-04-06,0,2,NA
Unbekannt,TI,2020-04-06,0,3,NA
Unbekannt,UR,2020-04-06,0,0,NA
Unbekannt,VD,2020-04-06,3,7,NA
Unbekannt,VS,2020-04-06,0,0,NA
Unbekannt,ZG,2020-04-06,0,0,NA
Unbekannt,ZH,2020-04-06,1,9,NA
0 - 9,AG,2020-04-13,1,6,73435
0 - 9,AI,2020-04-13,0,0,1751
0 - 9,AR,2020-04-13,0,0,6002
0 - 9,BE,2020-04-13,1,8,101906
0 - 9,BL,2020-04-13,0,7,27883
0 - 9,BS,2020-04-13,0,3,18510
0 - 9,FR,2020-04-13,0,2,36132
0 - 9,GE,2020-04-13,2,21,53474
0 - 9,GL,2020-04-13,0,0,4062
0 - 9,GR,2020-04-13,0,4,17618
0 - 9,JU,2020-04-13,0,2,7306
0 - 9,LU,2020-04-13,0,0,43735
0 - 9,NE,2020-04-13,0,1,17264
0 - 9,NW,2020-04-13,0,0,3914
0 - 9,OW,2020-04-13,0,0,3825
0 - 9,SG,2020-04-13,0,1,54040
0 - 9,SH,2020-04-13,0,0,8050
0 - 9,SO,2020-04-13,0,0,27596
0 - 9,SZ,2020-04-13,0,0,16038
0 - 9,TG,2020-04-13,0,2,30136
0 - 9,TI,2020-04-13,0,11,28476
0 - 9,UR,2020-04-13,0,0,3614
0 - 9,VD,2020-04-13,0,10,87915
0 - 9,VS,2020-04-13,0,4,33780
0 - 9,ZG,2020-04-13,0,0,13311
0 - 9,ZH,2020-04-13,5,28,164131
10 - 19,AG,2020-04-13,2,30,69526
10 - 19,AI,2020-04-13,0,0,1666
10 - 19,AR,2020-04-13,0,5,5311
10 - 19,BE,2020-04-13,5,57,97838
10 - 19,BL,2020-04-13,1,23,28384
10 - 19,BS,2020-04-13,0,22,15827
10 - 19,FR,2020-04-13,2,19,36160
10 - 19,GE,2020-04-13,16,118,53904
10 - 19,GL,2020-04-13,2,14,3827
10 - 19,GR,2020-04-13,0,16,17630
10 - 19,JU,2020-04-13,0,5,7854
10 - 19,LU,2020-04-13,3,18,41479
10 - 19,NE,2020-04-13,3,13,19083
10 - 19,NW,2020-04-13,0,4,3946
10 - 19,OW,2020-04-13,0,2,3787
10 - 19,SG,2020-04-13,1,23,52232
10 - 19,SH,2020-04-13,0,1,7781
10 - 19,SO,2020-04-13,1,16,26026
10 - 19,SZ,2020-04-13,1,11,15362
10 - 19,TG,2020-04-13,2,10,27865
10 - 19,TI,2020-04-13,3,53,33880
10 - 19,UR,2020-04-13,0,5,3752
10 - 19,VD,2020-04-13,6,100,91874
10 - 19,VS,2020-04-13,1,34,34634
10 - 19,ZG,2020-04-13,0,3,12888
10 - 19,ZH,2020-04-13,18,146,146478
20 - 29,AG,2020-04-13,23,147,79778
20 - 29,AI,2020-04-13,0,3,2010
20 - 29,AR,2020-04-13,0,8,5879
20 - 29,BE,2020-04-13,22,230,115407
20 - 29,BL,2020-04-13,13,115,30005
20 - 29,BS,2020-04-13,5,158,23124
20 - 29,FR,2020-04-13,16,125,42907
20 - 29,GE,2020-04-13,70,607,64139
20 - 29,GL,2020-04-13,2,18,4698
20 - 29,GR,2020-04-13,5,93,22458
20 - 29,JU,2020-04-13,1,22,8949
20 - 29,LU,2020-04-13,5,81,52323
20 - 29,NE,2020-04-13,3,53,21841
20 - 29,NW,2020-04-13,1,11,4633
20 - 29,OW,2020-04-13,1,15,4199
20 - 29,SG,2020-04-13,8,108,64970
20 - 29,SH,2020-04-13,2,10,9350
20 - 29,SO,2020-04-13,9,47,31541
20 - 29,SZ,2020-04-13,2,33,18080
20 - 29,TG,2020-04-13,4,40,32707
20 - 29,TI,2020-04-13,15,237,37316
20 - 29,UR,2020-04-13,0,6,4333
20 - 29,VD,2020-04-13,38,584,106260
20 - 29,VS,2020-04-13,13,220,42484
20 - 29,ZG,2020-04-13,1,23,13188
20 - 29,ZH,2020-04-13,27,396,185153
30 - 39,AG,2020-04-13,8,126,100400
30 - 39,AI,2020-04-13,0,0,2084
30 - 39,AR,2020-04-13,0,5,7181
30 - 39,BE,2020-04-13,23,218,143365
30 - 39,BL,2020-04-13,8,95,35909
30 - 39,BS,2020-04-13,5,183,33455
30 - 39,FR,2020-04-13,12,118,46547
30 - 39,GE,2020-04-13,67,776,76283
30 - 39,GL,2020-04-13,1,10,5693
30 - 39,GR,2020-04-13,5,99,26120
30 - 39,JU,2020-04-13,3,25,8826
30 - 39,LU,2020-04-13,9,86,61154
30 - 39,NE,2020-04-13,9,76,23159
30 - 39,NW,2020-04-13,1,17,5642
30 - 39,OW,2020-04-13,2,16,5035
30 - 39,SG,2020-04-13,4,85,73653
30 - 39,SH,2020-04-13,0,9,11206
30 - 39,SO,2020-04-13,6,44,38552
30 - 39,SZ,2020-04-13,0,30,22237
30 - 39,TG,2020-04-13,9,46,40710
30 - 39,TI,2020-04-13,16,320,39781
30 - 39,UR,2020-04-13,0,12,4637
30 - 39,VD,2020-04-13,34,642,120501
30 - 39,VS,2020-04-13,15,205,47853
30 - 39,ZG,2020-04-13,0,21,18604
30 - 39,ZH,2020-04-13,36,469,256370
40 - 49,AG,2020-04-13,21,169,96825
40 - 49,AI,2020-04-13,0,3,1930
40 - 49,AR,2020-04-13,0,11,7092
40 - 49,BE,2020-04-13,18,244,137398
40 - 49,BL,2020-04-13,6,142,38786
40 - 49,BS,2020-04-13,4,166,27627
40 - 49,FR,2020-04-13,13,149,45409
40 - 49,GE,2020-04-13,60,928,77034
40 - 49,GL,2020-04-13,1,7,5328
40 - 49,GR,2020-04-13,5,116,26075
40 - 49,JU,2020-04-13,1,24,8992
40 - 49,LU,2020-04-13,3,88,55769
40 - 49,NE,2020-04-13,8,103,23956
40 - 49,NW,2020-04-13,0,18,5613
40 - 49,OW,2020-04-13,1,7,5024
40 - 49,SG,2020-04-13,6,111,66764
40 - 49,SH,2020-04-13,1,4,10746
40 - 49,SO,2020-04-13,2,53,35972
40 - 49,SZ,2020-04-13,4,49,22731
40 - 49,TG,2020-04-13,2,37,37213
40 - 49,TI,2020-04-13,21,431,48290
40 - 49,UR,2020-04-13,0,9,4684
40 - 49,VD,2020-04-13,36,784,118412
40 - 49,VS,2020-04-13,15,225,46165
40 - 49,ZG,2020-04-13,1,21,19455
40 - 49,ZH,2020-04-13,27,513,232249
50 - 59,AG,2020-04-13,16,228,107532
50 - 59,AI,2020-04-13,0,13,2484
50 - 59,AR,2020-04-13,1,19,8616
50 - 59,BE,2020-04-13,26,339,155465
50 - 59,BL,2020-04-13,8,197,45701
50 - 59,BS,2020-04-13,11,223,26847
50 - 59,FR,2020-04-13,16,164,48825
50 - 59,GE,2020-04-13,67,982,72478
50 - 59,GL,2020-04-13,0,20,6163
50 - 59,GR,2020-04-13,4,158,31774
50 - 59,JU,2020-04-13,1,47,10842
50 - 59,LU,2020-04-13,12,159,62118
50 - 59,NE,2020-04-13,4,104,25764
50 - 59,NW,2020-04-13,0,34,7273
50 - 59,OW,2020-04-13,0,10,6121
50 - 59,SG,2020-04-13,9,148,76399
50 - 59,SH,2020-04-13,0,19,12544
50 - 59,SO,2020-04-13,6,76,43561
50 - 59,SZ,2020-04-13,2,46,27140
50 - 59,TG,2020-04-13,10,72,44654
50 - 59,TI,2020-04-13,27,618,58508
50 - 59,UR,2020-04-13,0,12,5527
50 - 59,VD,2020-04-13,32,1012,115937
50 - 59,VS,2020-04-13,21,377,53016
50 - 59,ZG,2020-04-13,1,34,21071
50 - 59,ZH,2020-04-13,21,650,223652
60 - 69,AG,2020-04-13,9,149,83686
60 - 69,AI,2020-04-13,0,2,2025
60 - 69,AR,2020-04-13,1,12,7372
60 - 69,BE,2020-04-13,11,201,129560
60 - 69,BL,2020-04-13,5,96,36436
60 - 69,BS,2020-04-13,4,113,21416
60 - 69,FR,2020-04-13,6,111,35229
60 - 69,GE,2020-04-13,21,471,48922
60 - 69,GL,2020-04-13,0,15,5302
60 - 69,GR,2020-04-13,4,113,26969
60 - 69,JU,2020-04-13,3,35,9320
60 - 69,LU,2020-04-13,1,69,48108
60 - 69,NE,2020-04-13,1,59,19209
60 - 69,NW,2020-04-13,0,9,6047
60 - 69,OW,2020-04-13,0,4,4946
60 - 69,SG,2020-04-13,8,99,60389
60 - 69,SH,2020-04-13,1,13,10864
60 - 69,SO,2020-04-13,1,45,36105
60 - 69,SZ,2020-04-13,5,45,20444
60 - 69,TG,2020-04-13,6,48,35251
60 - 69,TI,2020-04-13,6,371,43476
60 - 69,UR,2020-04-13,1,7,4778
60 - 69,VD,2020-04-13,20,686,80347
60 - 69,VS,2020-04-13,11,227,42899
60 - 69,ZG,2020-04-13,0,20,14649
60 - 69,ZH,2020-04-13,18,415,157468
70 - 79,AG,2020-04-13,9,76,58426
70 - 79,AI,2020-04-13,0,2,1433
70 - 79,AR,2020-04-13,0,10,5050
70 - 79,BE,2020-04-13,9,134,102884
70 - 79,BL,2020-04-13,1,73,29538
70 - 79,BS,2020-04-13,5,98,16101
70 - 79,FR,2020-04-13,15,125,25069
70 - 79,GE,2020-04-13,12,361,36705
70 - 79,GL,2020-04-13,1,8,3795
70 - 79,GR,2020-04-13,3,77,20461
70 - 79,JU,2020-04-13,2,15,7250
70 - 79,LU,2020-04-13,2,57,33585
70 - 79,NE,2020-04-13,4,63,15527
70 - 79,NW,2020-04-13,0,6,4461
70 - 79,OW,2020-04-13,0,5,3504
70 - 79,SG,2020-04-13,7,60,44078
70 - 79,SH,2020-04-13,0,6,8053
70 - 79,SO,2020-04-13,3,39,25255
70 - 79,SZ,2020-04-13,1,22,13712
70 - 79,TG,2020-04-13,1,42,23637
70 - 79,TI,2020-04-13,13,412,36178
70 - 79,UR,2020-04-13,0,14,3595
70 - 79,VD,2020-04-13,16,555,62222
70 - 79,VS,2020-04-13,7,204,33457
70 - 79,ZG,2020-04-13,2,14,10312
70 - 79,ZH,2020-04-13,12,262,120161
80+,AG,2020-04-13,11,92,33478
80+,AI,2020-04-13,0,1,977
80+,AR,2020-04-13,2,9,3082
80+,BE,2020-04-13,26,189,63650
80+,BL,2020-04-13,7,88,20175
80+,BS,2020-04-13,10,109,13129
80+,FR,2020-04-13,29,198,13531
80+,GE,2020-04-13,57,583,26509
80+,GL,2020-04-13,4,21,2322
80+,GR,2020-04-13,8,88,12271
80+,JU,2020-04-13,1,24,4459
80+,LU,2020-04-13,16,62,22055
80+,NE,2020-04-13,27,138,10363
80+,NW,2020-04-13,0,9,2365
80+,OW,2020-04-13,0,1,1994
80+,SG,2020-04-13,7,75,26720
80+,SH,2020-04-13,0,1,5401
80+,SO,2020-04-13,1,23,15637
80+,SZ,2020-04-13,2,29,7945
80+,TG,2020-04-13,0,23,13791
80+,TI,2020-04-13,46,585,26276
80+,UR,2020-04-13,0,9,2127
80+,VD,2020-04-13,77,778,39500
80+,VS,2020-04-13,24,247,18921
80+,ZG,2020-04-13,0,12,6309
80+,ZH,2020-04-13,25,299,79000
Unbekannt,AG,2020-04-13,0,0,NA
Unbekannt,AI,2020-04-13,0,0,NA
Unbekannt,AR,2020-04-13,0,0,NA
Unbekannt,BE,2020-04-13,0,3,NA
Unbekannt,BL,2020-04-13,0,2,NA
Unbekannt,BS,2020-04-13,0,0,NA
Unbekannt,FR,2020-04-13,1,1,NA
Unbekannt,GE,2020-04-13,1,4,NA
Unbekannt,GL,2020-04-13,0,0,NA
Unbekannt,GR,2020-04-13,0,1,NA
Unbekannt,JU,2020-04-13,0,0,NA
Unbekannt,LU,2020-04-13,0,2,NA
Unbekannt,NE,2020-04-13,1,1,NA
Unbekannt,NW,2020-04-13,0,0,NA
Unbekannt,OW,2020-04-13,0,0,NA
Unbekannt,SG,2020-04-13,0,4,NA
Unbekannt,SH,2020-04-13,0,0,NA
Unbekannt,SO,2020-04-13,0,2,NA
Unbekannt,SZ,2020-04-13,0,0,NA
Unbekannt,TG,2020-04-13,0,2,NA
Unbekannt,TI,2020-04-13,0,3,NA
Unbekannt,UR,2020-04-13,0,0,NA
Unbekannt,VD,2020-04-13,0,7,NA
Unbekannt,VS,2020-04-13,0,0,NA
Unbekannt,ZG,2020-04-13,0,0,NA
Unbekannt,ZH,2020-04-13,0,9,NA
0 - 9,AG,2020-04-20,0,6,73435
0 - 9,AI,2020-04-20,0,0,1751
0 - 9,AR,2020-04-20,0,0,6002
0 - 9,BE,2020-04-20,0,8,101906
0 - 9,BL,2020-04-20,0,7,27883
0 - 9,BS,2020-04-20,0,3,18510
0 - 9,FR,2020-04-20,0,2,36132
0 - 9,GE,2020-04-20,5,26,53474
0 - 9,GL,2020-04-20,0,0,4062
0 - 9,GR,2020-04-20,0,4,17618
0 - 9,JU,2020-04-20,0,2,7306
0 - 9,LU,2020-04-20,0,0,43735
0 - 9,NE,2020-04-20,0,1,17264
0 - 9,NW,2020-04-20,0,0,3914
0 - 9,OW,2020-04-20,0,0,3825
0 - 9,SG,2020-04-20,0,1,54040
0 - 9,SH,2020-04-20,0,0,8050
0 - 9,SO,2020-04-20,0,0,27596
0 - 9,SZ,2020-04-20,0,0,16038
0 - 9,TG,2020-04-20,1,3,30136
0 - 9,TI,2020-04-20,0,11,28476
0 - 9,UR,2020-04-20,0,0,3614
0 - 9,VD,2020-04-20,1,11,87915
0 - 9,VS,2020-04-20,0,4,33780
0 - 9,ZG,2020-04-20,0,0,13311
0 - 9,ZH,2020-04-20,1,29,164131
10 - 19,AG,2020-04-20,4,34,69526
10 - 19,AI,2020-04-20,0,0,1666
10 - 19,AR,2020-04-20,1,6,5311
10 - 19,BE,2020-04-20,11,68,97838
10 - 19,BL,2020-04-20,0,23,28384
10 - 19,BS,2020-04-20,1,23,15827
10 - 19,FR,2020-04-20,2,21,36160
